road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
urban,5,0.4944,25,night,rainy,True,False,morning,False,False,7,0.3875
urban,4,0.2004,35,night,clear,True,True,morning,False,True,9,0.3586
rural,1,0.2578,60,night,clear,True,True,morning,True,True,3,0.3857
urban,2,0.1709,45,dim,clear,True,True,afternoon,True,False,2,0.2203
urban,5,0.2997,70,daylight,clear,False,True,afternoon,False,True,3,0.2477
highway,5,0.328,25,night,rainy,True,False,afternoon,False,False,6,0.4164
urban,4,0.2536,60,daylight,clear,True,True,afternoon,False,False,0,0.1527
highway,5,0.2315,25,daylight,clear,True,True,evening,False,False,8,0.3987
urban,3,0.1232,35,dim,rainy,True,False,morning,False,True,1,0.1973
urban,2,0.244,60,daylight,clear,True,False,evening,False,True,4,0.2964
rural,6,0.2282,45,dim,rainy,True,True,morning,False,False,9,0.5044
rural,3,0.0239,60,daylight,clear,True,True,morning,False,False,3,0.266
highway,3,0.4109,70,dim,clear,True,False,afternoon,False,False,2,0.3043
rural,2,0.0633,35,daylight,rainy,True,True,morning,False,False,7,0.242
highway,5,0.4752,25,dim,rainy,True,True,afternoon,False,True,10,0.5373
urban,5,0.3705,25,daylight,clear,True,True,morning,False,True,3,0.1443
urban,3,0.4776,70,daylight,rainy,False,True,afternoon,False,True,1,0.2952
rural,6,0.4833,60,daylight,clear,True,True,afternoon,False,False,6,0.3949
highway,2,0.1792,25,daylight,clear,True,True,evening,False,False,4,0.2415
highway,1,0.0772,25,dim,clear,True,False,afternoon,False,True,10,0.3278
urban,2,0.366,45,daylight,clear,False,True,evening,False,True,5,0.3667
urban,6,0.4767,25,dim,rainy,True,True,afternoon,False,False,5,0.3621
rural,3,0.215,35,daylight,rainy,True,True,afternoon,False,True,8,0.3257
urban,2,0.2569,45,daylight,clear,True,True,afternoon,False,False,5,0.1774
highway,2,0.2805,70,dim,rainy,True,False,morning,False,True,2,0.3964
highway,1,0.151,35,daylight,clear,True,True,evening,False,True,4,0.311
urban,4,0.0695,70,daylight,clear,True,True,afternoon,False,False,5,0.2617
rural,4,0.423,25,dim,clear,False,True,morning,False,False,8,0.4529
rural,1,0.2572,45,dim,foggy,True,True,afternoon,True,True,5,0.4851
urban,2,0.2453,60,night,clear,True,False,afternoon,True,False,4,0.2908
highway,3,0.3421,70,daylight,rainy,True,True,evening,False,True,2,0.4518
rural,1,0.231,60,night,clear,True,True,evening,False,True,6,0.4099
highway,4,0.0216,35,daylight,rainy,True,True,evening,False,True,1,0.3217
urban,6,0.4746,70,daylight,foggy,True,True,morning,False,False,0,0.2956
highway,4,0.0982,60,daylight,clear,True,True,afternoon,True,True,7,0.3522
urban,1,0.7489,45,dim,rainy,False,True,morning,True,True,9,0.4938
urban,2,0.5677,35,daylight,rainy,True,True,morning,False,False,5,0.2105
highway,5,0.189,45,daylight,clear,True,False,afternoon,False,True,6,0.2554
urban,3,0.205,60,daylight,clear,True,True,afternoon,False,True,2,0.2479
urban,5,0.2026,70,daylight,clear,True,False,afternoon,False,True,3,0.1994
highway,3,0.1289,60,daylight,rainy,True,True,evening,False,True,2,0.3872
highway,5,0.2875,60,daylight,clear,True,True,evening,False,False,4,0.3984
rural,5,0.196,35,dim,clear,True,True,evening,False,True,3,0.3004
rural,3,0.3871,45,dim,clear,True,True,evening,False,False,5,0.3744
urban,6,0.0496,45,night,clear,False,True,evening,False,True,2,0.3819
urban,3,0.2667,60,night,rainy,True,True,morning,False,False,5,0.3143
urban,4,0.0491,45,daylight,foggy,True,True,morning,True,False,2,0.2564
rural,2,0.3829,35,night,clear,True,True,afternoon,False,True,8,0.423
rural,2,0.3676,60,daylight,clear,True,False,afternoon,False,False,2,0.2763
rural,4,0.2068,25,daylight,rainy,True,True,morning,False,True,3,0.2823
rural,6,0.6414,35,dim,rainy,True,True,afternoon,False,False,6,0.4716
urban,5,0.1836,35,night,clear,True,True,afternoon,False,False,9,0.3008
rural,6,0.3245,70,daylight,clear,False,True,morning,False,False,9,0.481
urban,6,0.1298,35,daylight,rainy,True,True,morning,False,False,8,0.2479
rural,3,0.4604,35,daylight,clear,True,False,evening,False,False,0,0.2564
urban,1,0.2055,60,daylight,clear,False,True,evening,False,True,2,0.2849
highway,5,0.2965,60,daylight,rainy,True,True,afternoon,True,True,5,0.4351
urban,2,0.2958,45,night,clear,True,True,morning,False,True,3,0.276
urban,3,0.2612,45,night,rainy,True,True,afternoon,False,False,1,0.2565
urban,4,0.3219,45,daylight,foggy,True,True,morning,False,False,9,0.3532
rural,6,0.265,35,daylight,foggy,True,False,evening,True,True,1,0.3689
rural,5,0.5253,35,daylight,clear,True,True,morning,False,False,2,0.2317
urban,1,0.1194,35,daylight,clear,False,True,morning,True,False,1,0.1585
urban,5,0.1143,35,night,rainy,True,True,afternoon,False,True,7,0.3184
rural,4,0.3247,25,daylight,rainy,True,True,afternoon,False,False,9,0.421
urban,1,0.2458,35,night,clear,True,True,afternoon,True,True,2,0.2811
highway,5,0.3331,70,night,rainy,False,True,afternoon,False,False,7,0.6152
rural,4,0.0751,35,daylight,rainy,True,True,evening,False,False,0,0.3043
urban,5,0.238,25,daylight,rainy,True,True,evening,False,True,7,0.2979
urban,3,0.4178,45,daylight,clear,True,True,afternoon,False,False,4,0.178
highway,5,0.205,70,night,clear,True,True,evening,False,False,3,0.4292
urban,6,0.27,45,daylight,clear,False,True,afternoon,False,True,9,0.2467
urban,4,0.2162,45,daylight,clear,True,True,morning,False,False,10,0.2602
highway,2,0.4404,45,night,clear,True,False,afternoon,False,False,9,0.4713
highway,4,0.2794,45,daylight,clear,False,False,afternoon,False,True,9,0.4688
highway,5,0.0735,60,daylight,foggy,True,True,afternoon,False,True,4,0.4475
rural,3,0.2537,60,daylight,clear,True,True,afternoon,False,False,0,0.2402
urban,2,0.2216,45,daylight,rainy,True,True,morning,False,False,5,0.2705
urban,6,0.3522,70,night,clear,True,True,evening,False,False,9,0.4602
rural,4,0.2718,35,night,clear,False,True,afternoon,False,True,3,0.3684
rural,2,0.1844,25,daylight,clear,True,True,morning,False,False,7,0.3154
urban,3,0.3843,35,night,rainy,False,True,afternoon,False,True,7,0.3208
highway,6,0.2122,25,night,clear,True,True,evening,False,False,8,0.3963
urban,1,0.0816,60,daylight,clear,False,True,morning,False,False,4,0.2115
rural,2,0.4189,25,daylight,foggy,True,True,evening,False,True,3,0.4047
urban,4,0.217,60,daylight,clear,True,True,morning,False,False,5,0.2163
rural,3,0.1268,35,daylight,clear,True,True,morning,False,True,9,0.3193
urban,4,0.153,35,daylight,clear,True,True,afternoon,False,True,3,0.1915
urban,3,0.1054,70,night,clear,False,False,evening,False,True,4,0.4043
urban,4,0.2315,25,night,clear,True,True,evening,False,False,7,0.3394
rural,3,0.0717,25,daylight,rainy,True,True,morning,True,False,6,0.3094
rural,5,0.0497,45,daylight,clear,False,True,morning,False,False,5,0.2512
rural,4,0.5074,45,night,rainy,True,True,afternoon,False,False,1,0.4239
highway,3,0.1824,60,daylight,clear,True,True,afternoon,False,False,1,0.2851
urban,1,0.2327,45,daylight,clear,True,True,morning,False,False,6,0.1754
urban,3,0.4763,70,daylight,foggy,False,True,morning,False,False,7,0.4533
highway,1,0.0966,35,daylight,clear,True,True,afternoon,False,True,5,0.2902
urban,6,0.2795,45,daylight,clear,True,True,afternoon,True,False,6,0.2627
highway,2,0.3707,25,dim,clear,False,True,evening,False,False,5,0.4123
urban,3,0.3896,35,daylight,clear,True,True,evening,False,True,9,0.3379
highway,2,0.2926,25,daylight,rainy,True,True,morning,False,False,0,0.1914
urban,2,0.3132,60,dim,clear,True,True,morning,False,False,8,0.2559
highway,5,0.0341,45,daylight,clear,True,True,evening,False,False,9,0.3436
rural,6,0.4467,35,daylight,rainy,True,True,morning,False,True,2,0.3114
highway,3,0.2475,45,daylight,rainy,False,True,morning,False,False,9,0.4978
urban,5,0.3317,25,daylight,clear,True,False,afternoon,False,False,2,0.1363
rural,6,0.1065,45,night,clear,False,True,evening,False,True,5,0.4646
highway,5,0.2117,35,daylight,clear,False,True,morning,True,False,6,0.4128
rural,2,0.2315,35,night,clear,True,False,morning,False,False,0,0.2528
rural,4,0.1991,45,daylight,clear,True,False,morning,False,False,3,0.232
rural,2,0.1006,35,daylight,rainy,True,False,morning,False,False,9,0.2945
rural,6,0.2038,60,daylight,clear,False,False,morning,False,True,10,0.3811
rural,6,0.1964,25,night,clear,True,True,afternoon,False,False,2,0.3048
rural,2,0.137,45,daylight,rainy,True,True,evening,False,False,10,0.3953
highway,6,0.2303,45,daylight,foggy,True,True,afternoon,True,False,1,0.3668
urban,1,0.2035,35,daylight,clear,True,True,afternoon,False,True,3,0.1311
urban,4,0.5773,25,dim,foggy,True,False,evening,False,False,9,0.3987
highway,2,0.4062,45,daylight,clear,True,True,afternoon,False,False,6,0.4025
highway,4,0.2002,35,night,rainy,True,True,evening,False,True,1,0.4149
rural,1,0.0819,70,daylight,clear,True,True,afternoon,True,False,3,0.2459
rural,4,0.1923,35,daylight,clear,True,False,morning,False,True,10,0.2581
urban,3,0.4135,35,daylight,rainy,True,False,evening,False,False,2,0.2649
urban,1,0.2457,45,daylight,clear,True,True,afternoon,False,False,2,0.0937
rural,4,0.3806,25,dim,rainy,True,True,afternoon,False,False,6,0.3906
urban,5,0.1617,35,dim,clear,True,False,morning,False,False,1,0.1087
rural,4,0.1424,45,daylight,rainy,True,True,evening,False,False,3,0.392
urban,1,0.17,35,daylight,clear,True,True,morning,False,False,1,0.1198
highway,5,0.3462,45,daylight,clear,True,True,afternoon,False,False,1,0.2581
highway,6,0.1273,45,daylight,clear,True,False,afternoon,False,False,7,0.2851
rural,4,0.4474,45,night,clear,True,True,morning,False,True,6,0.4412
rural,4,0.5634,25,dim,clear,True,False,afternoon,False,False,7,0.369
urban,1,0.2319,35,daylight,rainy,True,True,evening,False,False,5,0.3061
highway,5,0.4166,45,dim,clear,True,True,afternoon,False,False,8,0.4066
rural,5,0.3271,70,night,clear,True,False,afternoon,False,False,9,0.4407
urban,4,0.1785,45,daylight,clear,True,True,afternoon,False,False,5,0.1712
highway,6,0.3165,45,daylight,clear,True,True,morning,True,True,5,0.304
highway,3,0.5332,60,daylight,rainy,True,True,evening,False,False,9,0.5197
highway,1,0.3772,60,daylight,clear,True,True,evening,False,True,10,0.4001
rural,1,0.4553,25,night,rainy,True,True,afternoon,False,False,10,0.4575
rural,2,0.2822,70,daylight,rainy,True,False,morning,False,False,3,0.3392
urban,5,0.1222,25,daylight,foggy,True,True,evening,False,True,2,0.2781
highway,5,0.1881,45,daylight,clear,True,True,afternoon,False,False,1,0.2361
highway,2,0.3307,35,night,clear,True,False,morning,False,False,1,0.3737
urban,4,0.6051,70,night,foggy,False,False,morning,False,False,8,0.5372
urban,4,0.4075,60,daylight,foggy,True,True,afternoon,False,True,9,0.3905
urban,1,0.2724,45,daylight,clear,True,False,evening,False,False,5,0.1305
highway,4,0.2152,70,dim,clear,True,True,morning,False,False,6,0.444
highway,3,0.3263,60,night,rainy,True,True,afternoon,False,False,3,0.4203
urban,3,0.2192,25,daylight,clear,True,False,afternoon,False,True,9,0.2392
rural,3,0.2424,70,night,clear,True,True,afternoon,False,True,10,0.5315
urban,2,0.0221,35,dim,foggy,True,True,afternoon,False,False,1,0.1659
highway,6,0.3012,35,daylight,rainy,False,True,evening,False,True,8,0.4898
highway,3,0.208,45,daylight,clear,True,True,afternoon,False,True,8,0.3688
highway,2,0.4622,35,daylight,clear,True,True,afternoon,False,True,4,0.2617
rural,1,0.2745,60,daylight,clear,True,False,morning,True,True,0,0.2394
urban,1,0.1596,70,dim,clear,True,True,evening,False,False,1,0.2754
urban,6,0.1972,60,night,rainy,True,True,afternoon,False,False,10,0.4485
urban,3,0.6518,60,daylight,rainy,False,True,afternoon,True,True,6,0.4727
highway,2,0.4069,45,night,clear,True,True,evening,False,False,2,0.4232
highway,3,0.2428,45,night,clear,True,True,morning,False,True,6,0.3776
highway,6,0.3642,25,night,foggy,True,False,afternoon,False,True,5,0.4611
highway,6,0.2969,60,night,clear,True,True,afternoon,False,False,6,0.4068
rural,4,0.4066,35,dim,clear,True,True,morning,False,True,9,0.3989
rural,2,0.1902,60,daylight,clear,True,False,morning,True,True,2,0.2772
highway,2,0.4764,35,night,clear,True,True,evening,False,False,6,0.4278
highway,2,0.5895,35,dim,rainy,True,True,afternoon,False,False,2,0.3601
urban,2,0.2599,60,daylight,rainy,True,True,morning,False,True,1,0.1956
rural,4,0.1318,60,daylight,clear,True,True,morning,False,True,2,0.2364
urban,3,0.496,35,daylight,clear,True,True,evening,False,True,6,0.2527
highway,1,0.2284,25,dim,rainy,True,True,evening,True,True,3,0.4301
rural,6,0.2872,45,daylight,clear,True,False,afternoon,False,False,10,0.4285
urban,5,0.2597,35,night,clear,True,True,evening,False,True,5,0.3615
rural,5,0.2889,45,dim,clear,False,True,morning,False,True,2,0.3211
rural,2,0.4361,35,daylight,clear,False,True,afternoon,False,False,6,0.3743
urban,2,0.648,60,night,clear,True,True,afternoon,False,True,5,0.4212
urban,1,0.3447,35,night,clear,False,True,morning,False,False,9,0.3127
rural,5,0.2229,60,daylight,clear,False,True,afternoon,True,False,2,0.329
rural,2,0.6012,35,night,clear,True,True,morning,True,False,2,0.4122
rural,6,0.1805,45,daylight,clear,True,True,afternoon,False,True,8,0.3543
rural,6,0.1981,35,daylight,clear,True,True,afternoon,False,True,9,0.3111
highway,4,0.583,25,daylight,clear,True,True,afternoon,False,False,3,0.2504
rural,5,0.0879,25,daylight,clear,True,True,afternoon,False,False,4,0.1664
rural,4,0.3116,25,night,clear,True,True,morning,False,True,4,0.3664
highway,1,0.1216,60,daylight,clear,True,True,evening,False,False,1,0.2935
urban,1,0.1415,35,daylight,clear,True,True,evening,False,False,3,0.0997
urban,5,0.5442,45,night,clear,True,True,afternoon,False,False,1,0.3306
urban,6,0.2793,35,daylight,foggy,True,True,afternoon,False,False,1,0.1748
rural,3,0.6495,60,daylight,clear,True,True,afternoon,False,False,1,0.2763
rural,5,0.3354,45,daylight,clear,True,True,afternoon,False,False,0,0.1611
rural,4,0.2267,25,daylight,rainy,True,True,afternoon,False,False,6,0.3013
urban,3,0.0433,45,daylight,clear,True,True,afternoon,False,False,3,0.1102
urban,4,0.2974,25,daylight,clear,True,True,morning,False,True,2,0.1486
urban,4,0.1247,35,daylight,clear,False,True,morning,False,False,6,0.2625
urban,4,0.3811,70,night,clear,True,True,afternoon,False,True,0,0.2848
rural,2,0.2277,45,daylight,clear,False,False,evening,False,True,10,0.4205
urban,3,0.203,60,night,clear,False,False,evening,False,False,7,0.4125
urban,2,0.3431,35,daylight,clear,True,True,afternoon,False,True,5,0.1668
highway,2,0.2068,35,night,foggy,True,True,morning,True,False,1,0.3985
urban,4,0.1396,45,night,clear,False,False,morning,False,False,5,0.3395
rural,1,0.2774,45,night,foggy,True,True,afternoon,False,True,2,0.3285
rural,6,0.0839,60,daylight,foggy,True,True,afternoon,False,False,5,0.3727
urban,5,0.236,70,daylight,clear,True,True,afternoon,False,True,3,0.3164
rural,1,0.1807,60,daylight,clear,True,True,afternoon,False,True,9,0.3773
highway,4,0.379,25,night,clear,False,True,afternoon,False,True,7,0.4301
highway,5,0.0874,35,daylight,rainy,True,False,afternoon,False,False,8,0.4011
urban,6,0.2665,25,night,foggy,True,True,afternoon,False,False,5,0.3532
highway,5,0.362,60,daylight,rainy,True,True,morning,False,True,9,0.4329
rural,6,0.1993,35,night,rainy,True,True,evening,False,False,6,0.4571
urban,4,0.2403,45,night,clear,True,False,morning,False,False,9,0.3785
rural,2,0.4514,45,night,clear,True,False,afternoon,False,False,8,0.3188
highway,5,0.2513,35,night,clear,True,True,evening,False,True,7,0.5484
rural,6,0.6113,45,daylight,clear,True,True,morning,False,False,1,0.2128
urban,5,0.575,45,daylight,clear,True,True,afternoon,False,False,4,0.2515
rural,5,0.2673,45,daylight,clear,True,False,morning,False,True,3,0.2713
urban,5,0.1043,25,dim,clear,True,False,afternoon,False,True,6,0.1855
urban,3,0.4398,25,daylight,rainy,False,True,morning,False,True,0,0.2371
urban,2,0.5659,35,daylight,foggy,True,False,afternoon,False,False,4,0.3559
urban,3,0.2963,35,daylight,clear,False,True,morning,False,False,9,0.2962
urban,3,0.4247,45,daylight,clear,True,True,morning,False,True,5,0.1939
urban,6,0.247,45,daylight,clear,True,False,morning,False,True,8,0.2887
rural,4,0.3786,70,daylight,clear,False,True,morning,False,False,5,0.3696
urban,2,0.1696,70,daylight,clear,False,True,afternoon,False,False,7,0.2939
urban,1,0.103,35,daylight,rainy,True,True,morning,False,False,9,0.2254
highway,2,0.7066,25,daylight,clear,True,True,afternoon,False,True,9,0.4482
rural,1,0.6178,45,daylight,clear,False,True,morning,False,False,9,0.4707
rural,6,0.2822,35,night,clear,False,True,morning,True,False,0,0.3721
urban,6,0.2989,35,daylight,clear,True,True,afternoon,False,False,9,0.2685
urban,5,0.17,25,daylight,foggy,True,True,afternoon,False,True,10,0.3772
urban,6,0.3337,45,daylight,rainy,True,True,afternoon,True,False,3,0.3149
urban,1,0.023,60,dim,foggy,True,False,afternoon,True,True,9,0.3671
urban,1,0.4312,35,night,clear,True,True,evening,True,False,0,0.2506
urban,6,0.1428,70,daylight,rainy,True,True,afternoon,False,False,0,0.2077
urban,1,0.2244,35,dim,clear,True,True,afternoon,False,False,2,0.1968
urban,5,0.1335,45,daylight,clear,True,True,evening,False,False,6,0.2179
rural,5,0.1647,45,daylight,clear,True,True,afternoon,False,False,3,0.2338
urban,3,0.1537,35,daylight,clear,False,False,morning,False,False,4,0.243
urban,1,0.3193,70,dim,clear,True,True,evening,False,True,4,0.3039
rural,2,0.279,45,daylight,foggy,True,True,afternoon,False,False,6,0.3247
rural,4,0.418,45,daylight,clear,False,True,afternoon,False,False,2,0.2766
urban,3,0.5115,25,daylight,clear,False,True,morning,False,True,1,0.1993
rural,1,0.3715,25,daylight,foggy,True,True,morning,False,True,5,0.2566
rural,3,0.1261,35,daylight,clear,True,True,morning,False,False,1,0.1217
urban,6,0.1134,45,daylight,clear,True,False,evening,False,True,7,0.2933
highway,6,0.1213,60,daylight,clear,True,True,evening,False,False,2,0.3527
highway,6,0.3618,35,daylight,clear,False,True,afternoon,False,False,2,0.2829
urban,1,0.6189,45,daylight,rainy,True,True,morning,False,False,3,0.2795
urban,1,0.3493,70,daylight,foggy,True,True,afternoon,False,False,6,0.3205
highway,3,0.2559,60,night,rainy,False,True,morning,False,False,2,0.4695
rural,1,0.3186,70,daylight,rainy,True,True,afternoon,True,True,1,0.3646
urban,1,0.1576,70,daylight,clear,True,True,afternoon,False,False,4,0.1659
urban,4,0.2284,45,dim,clear,False,True,afternoon,False,True,2,0.2376
urban,2,0.3833,25,daylight,clear,True,True,morning,True,False,2,0.171
rural,5,0.2752,35,night,clear,True,True,afternoon,False,True,7,0.4392
rural,4,0.1688,60,daylight,rainy,False,True,evening,False,False,7,0.3788
urban,5,0.2078,25,daylight,rainy,True,True,afternoon,False,False,6,0.2674
rural,5,0.4999,35,daylight,clear,True,True,afternoon,False,False,3,0.2462
rural,2,0.1162,45,night,foggy,True,True,morning,False,True,1,0.3647
urban,4,0.3348,60,night,clear,True,True,afternoon,False,True,0,0.1681
